"","female","tree","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","total_days_alive","fate","X","CommonName","sciName","Location","location","preferred_hostGenus","MA_native","westernMA_native","cultivated","hybrid_cultivar","edible","tip_label","distance","tree_type"
"290","I","C",1,1,1,1,1,1,1,1,1,1,1,11,1,3,"Black Cherry","Prunus_serotina","planted","Springfield","yes","yes","yes","yes","no","no",38537,0,"Black Cherry"
"291","I","C",1,1,1,1,1,1,1,1,1,1,1,11,1,3,"Black Cherry","Prunus_serotina","planted","Springfield","yes","yes","yes","yes","no","no",38537,0,"Black Cherry"
"292","I","C",1,1,1,1,1,1,1,1,1,1,0,10,2,3,"Black Cherry","Prunus_serotina","planted","Springfield","yes","yes","yes","yes","no","no",38537,0,"Black Cherry"
"293","I","C",1,1,1,1,1,1,1,0,0,0,0,7,2,3,"Black Cherry","Prunus_serotina","planted","Springfield","yes","yes","yes","yes","no","no",38537,0,"Black Cherry"
"294","I","D",1,1,1,1,1,1,1,0,0,0,0,7,2,4,"Sweet Birch","Betula_lenta","rural","Bearhole 2","no","yes","yes","no","no","no",30645,222.297,"NonHost"
"295","I","D",1,1,1,1,1,1,1,0,0,0,0,7,2,5,"Sweet Birch","Betula_lenta","rural","Shutesbury","no","yes","yes","no","no","no",30645,222.297,"NonHost"
"296","I","D",1,1,1,0,0,0,0,0,0,0,0,3,2,4,"Sweet Birch","Betula_lenta","rural","Bearhole 2","no","yes","yes","no","no","no",30645,222.297,"NonHost"
"297","I","D",1,1,1,0,0,0,0,0,0,0,0,3,2,5,"Sweet Birch","Betula_lenta","rural","Shutesbury","no","yes","yes","no","no","no",30645,222.297,"NonHost"
"298","I","D",1,1,1,0,0,0,0,0,0,0,0,3,2,4,"Sweet Birch","Betula_lenta","rural","Bearhole 2","no","yes","yes","no","no","no",30645,222.297,"NonHost"
"299","I","D",1,1,1,0,0,0,0,0,0,0,0,3,2,5,"Sweet Birch","Betula_lenta","rural","Shutesbury","no","yes","yes","no","no","no",30645,222.297,"NonHost"
"300","I","D",1,1,1,0,0,0,0,0,0,0,0,3,2,4,"Sweet Birch","Betula_lenta","rural","Bearhole 2","no","yes","yes","no","no","no",30645,222.297,"NonHost"
"301","I","D",1,1,1,0,0,0,0,0,0,0,0,3,2,5,"Sweet Birch","Betula_lenta","rural","Shutesbury","no","yes","yes","no","no","no",30645,222.297,"NonHost"
"302","I","D",1,1,1,0,0,0,0,0,0,0,0,3,2,4,"Sweet Birch","Betula_lenta","rural","Bearhole 2","no","yes","yes","no","no","no",30645,222.297,"NonHost"
"303","I","D",1,1,1,0,0,0,0,0,0,0,0,3,2,5,"Sweet Birch","Betula_lenta","rural","Shutesbury","no","yes","yes","no","no","no",30645,222.297,"NonHost"
"304","I","D",1,0,0,0,0,0,0,0,0,0,0,1,2,4,"Sweet Birch","Betula_lenta","rural","Bearhole 2","no","yes","yes","no","no","no",30645,222.297,"NonHost"
"305","I","D",1,0,0,0,0,0,0,0,0,0,0,1,2,5,"Sweet Birch","Betula_lenta","rural","Shutesbury","no","yes","yes","no","no","no",30645,222.297,"NonHost"
"306","I","D",1,0,0,0,0,0,0,0,0,0,0,1,2,4,"Sweet Birch","Betula_lenta","rural","Bearhole 2","no","yes","yes","no","no","no",30645,222.297,"NonHost"
"307","I","D",1,0,0,0,0,0,0,0,0,0,0,1,2,5,"Sweet Birch","Betula_lenta","rural","Shutesbury","no","yes","yes","no","no","no",30645,222.297,"NonHost"
"308","I","D",1,0,0,0,0,0,0,0,0,0,0,1,2,4,"Sweet Birch","Betula_lenta","rural","Bearhole 2","no","yes","yes","no","no","no",30645,222.297,"NonHost"
"309","I","D",1,0,0,0,0,0,0,0,0,0,0,1,2,5,"Sweet Birch","Betula_lenta","rural","Shutesbury","no","yes","yes","no","no","no",30645,222.297,"NonHost"
"310","I","D",1,0,0,0,0,0,0,0,0,0,0,1,2,4,"Sweet Birch","Betula_lenta","rural","Bearhole 2","no","yes","yes","no","no","no",30645,222.297,"NonHost"
"311","I","D",1,0,0,0,0,0,0,0,0,0,0,1,2,5,"Sweet Birch","Betula_lenta","rural","Shutesbury","no","yes","yes","no","no","no",30645,222.297,"NonHost"
"312","I","E",1,1,0,0,0,0,0,0,0,0,0,2,2,6,"Kwanzan Cherry","Prunus_serrulata","planted","Springfield","yes","no","no","yes","no","no",38511,53.06,"Nonnative Cherry"
"313","I","E",1,0,0,0,0,0,0,0,0,0,0,1,2,6,"Kwanzan Cherry","Prunus_serrulata","planted","Springfield","yes","no","no","yes","no","no",38511,53.06,"Nonnative Cherry"
"314","I","E",1,0,0,0,0,0,0,0,0,0,0,1,2,6,"Kwanzan Cherry","Prunus_serrulata","planted","Springfield","yes","no","no","yes","no","no",38511,53.06,"Nonnative Cherry"
"315","I","E",1,0,0,0,0,0,0,0,0,0,0,1,2,6,"Kwanzan Cherry","Prunus_serrulata","planted","Springfield","yes","no","no","yes","no","no",38511,53.06,"Nonnative Cherry"
"316","I","E",1,0,0,0,0,0,0,0,0,0,0,1,2,6,"Kwanzan Cherry","Prunus_serrulata","planted","Springfield","yes","no","no","yes","no","no",38511,53.06,"Nonnative Cherry"
"317","I","E",1,0,0,0,0,0,0,0,0,0,0,1,2,6,"Kwanzan Cherry","Prunus_serrulata","planted","Springfield","yes","no","no","yes","no","no",38511,53.06,"Nonnative Cherry"
"318","I","E",1,0,0,0,0,0,0,0,0,0,0,1,2,6,"Kwanzan Cherry","Prunus_serrulata","planted","Springfield","yes","no","no","yes","no","no",38511,53.06,"Nonnative Cherry"
"319","I","E",1,0,0,0,0,0,0,0,0,0,0,1,2,6,"Kwanzan Cherry","Prunus_serrulata","planted","Springfield","yes","no","no","yes","no","no",38511,53.06,"Nonnative Cherry"
"320","I","E",1,0,0,0,0,0,0,0,0,0,0,1,2,6,"Kwanzan Cherry","Prunus_serrulata","planted","Springfield","yes","no","no","yes","no","no",38511,53.06,"Nonnative Cherry"
"321","I","F",1,1,1,1,0,0,0,0,0,0,0,4,2,7,"Red-leaf Plum","Prunus_cerasifera","planted","Butterfield Terrace","yes","no","no","yes","yes","no",38451,53.06,"Nonnative Cherry"
"322","I","F",1,1,1,0,0,0,0,0,0,0,0,3,2,7,"Red-leaf Plum","Prunus_cerasifera","planted","Butterfield Terrace","yes","no","no","yes","yes","no",38451,53.06,"Nonnative Cherry"
"323","I","F",1,1,0,0,0,0,0,0,0,0,0,2,2,7,"Red-leaf Plum","Prunus_cerasifera","planted","Butterfield Terrace","yes","no","no","yes","yes","no",38451,53.06,"Nonnative Cherry"
"324","I","F",1,1,0,0,0,0,0,0,0,0,0,2,2,7,"Red-leaf Plum","Prunus_cerasifera","planted","Butterfield Terrace","yes","no","no","yes","yes","no",38451,53.06,"Nonnative Cherry"
"325","I","F",1,1,0,0,0,0,0,0,0,0,0,2,2,7,"Red-leaf Plum","Prunus_cerasifera","planted","Butterfield Terrace","yes","no","no","yes","yes","no",38451,53.06,"Nonnative Cherry"
"326","I","F",1,1,0,0,0,0,0,0,0,0,0,2,2,7,"Red-leaf Plum","Prunus_cerasifera","planted","Butterfield Terrace","yes","no","no","yes","yes","no",38451,53.06,"Nonnative Cherry"
"327","I","F",1,1,0,0,0,0,0,0,0,0,0,2,2,7,"Red-leaf Plum","Prunus_cerasifera","planted","Butterfield Terrace","yes","no","no","yes","yes","no",38451,53.06,"Nonnative Cherry"
"328","I","F",1,0,0,0,0,0,0,0,0,0,0,1,2,7,"Red-leaf Plum","Prunus_cerasifera","planted","Butterfield Terrace","yes","no","no","yes","yes","no",38451,53.06,"Nonnative Cherry"
"329","I","F",1,0,0,0,0,0,0,0,0,0,0,1,2,7,"Red-leaf Plum","Prunus_cerasifera","planted","Butterfield Terrace","yes","no","no","yes","yes","no",38451,53.06,"Nonnative Cherry"
"330","I","G",1,1,1,0,0,0,0,0,0,0,0,3,2,8,"Higan Weeping Cherry","Prunus_subhirtella","planted","Franklin Commons","yes","no","no","yes","yes","no",38504,53.06,"Nonnative Cherry"
"331","I","G",1,1,1,0,0,0,0,0,0,0,0,3,2,8,"Higan Weeping Cherry","Prunus_subhirtella","planted","Franklin Commons","yes","no","no","yes","yes","no",38504,53.06,"Nonnative Cherry"
"332","I","G",1,1,1,0,0,0,0,0,0,0,0,3,2,8,"Higan Weeping Cherry","Prunus_subhirtella","planted","Franklin Commons","yes","no","no","yes","yes","no",38504,53.06,"Nonnative Cherry"
"333","I","G",1,1,1,0,0,0,0,0,0,0,0,3,2,8,"Higan Weeping Cherry","Prunus_subhirtella","planted","Franklin Commons","yes","no","no","yes","yes","no",38504,53.06,"Nonnative Cherry"
"334","I","G",1,1,0,0,0,0,0,0,0,0,0,2,2,8,"Higan Weeping Cherry","Prunus_subhirtella","planted","Franklin Commons","yes","no","no","yes","yes","no",38504,53.06,"Nonnative Cherry"
"335","I","G",1,0,0,0,0,0,0,0,0,0,0,1,2,8,"Higan Weeping Cherry","Prunus_subhirtella","planted","Franklin Commons","yes","no","no","yes","yes","no",38504,53.06,"Nonnative Cherry"
"336","I","G",1,0,0,0,0,0,0,0,0,0,0,1,2,8,"Higan Weeping Cherry","Prunus_subhirtella","planted","Franklin Commons","yes","no","no","yes","yes","no",38504,53.06,"Nonnative Cherry"
"337","I","G",1,0,0,0,0,0,0,0,0,0,0,1,2,8,"Higan Weeping Cherry","Prunus_subhirtella","planted","Franklin Commons","yes","no","no","yes","yes","no",38504,53.06,"Nonnative Cherry"
"338","I","G",1,0,0,0,0,0,0,0,0,0,0,1,2,8,"Higan Weeping Cherry","Prunus_subhirtella","planted","Franklin Commons","yes","no","no","yes","yes","no",38504,53.06,"Nonnative Cherry"
"339","I","H",1,1,1,1,1,1,1,0,0,0,0,7,2,9,"Okame Cherry","Prunus_incisa","planted","Springfield","yes","no","no","yes","yes","no",38508,53.06,"Nonnative Cherry"
"340","I","H",1,1,1,1,1,1,0,0,0,0,0,6,2,9,"Okame Cherry","Prunus_incisa","planted","Springfield","yes","no","no","yes","yes","no",38508,53.06,"Nonnative Cherry"
"341","I","H",1,1,1,1,0,0,0,0,0,0,0,4,2,9,"Okame Cherry","Prunus_incisa","planted","Springfield","yes","no","no","yes","yes","no",38508,53.06,"Nonnative Cherry"
"342","I","H",1,1,1,0,0,0,0,0,0,0,0,3,2,9,"Okame Cherry","Prunus_incisa","planted","Springfield","yes","no","no","yes","yes","no",38508,53.06,"Nonnative Cherry"
"343","I","H",1,1,0,0,0,0,0,0,0,0,0,2,2,9,"Okame Cherry","Prunus_incisa","planted","Springfield","yes","no","no","yes","yes","no",38508,53.06,"Nonnative Cherry"
"344","I","H",1,1,0,0,0,0,0,0,0,0,0,2,2,9,"Okame Cherry","Prunus_incisa","planted","Springfield","yes","no","no","yes","yes","no",38508,53.06,"Nonnative Cherry"
"345","I","H",1,1,0,0,0,0,0,0,0,0,0,2,2,9,"Okame Cherry","Prunus_incisa","planted","Springfield","yes","no","no","yes","yes","no",38508,53.06,"Nonnative Cherry"
"346","I","H",1,1,0,0,0,0,0,0,0,0,0,2,2,9,"Okame Cherry","Prunus_incisa","planted","Springfield","yes","no","no","yes","yes","no",38508,53.06,"Nonnative Cherry"
"347","I","H",1,0,0,0,0,0,0,0,0,0,0,1,2,9,"Okame Cherry","Prunus_incisa","planted","Springfield","yes","no","no","yes","yes","no",38508,53.06,"Nonnative Cherry"
"348","I","I",1,1,1,1,1,1,1,1,1,1,1,11,1,10,"Chokecherry","Prunus_virginiana","rural","Shutesbury","yes","yes","yes","no","no","no",38581,46.63,"Local Cherry"
"349","I","I",1,1,1,1,1,1,1,1,1,1,1,11,1,10,"Chokecherry","Prunus_virginiana","rural","Shutesbury","yes","yes","yes","no","no","no",38581,46.63,"Local Cherry"
"350","I","I",1,1,1,1,1,1,1,1,1,1,1,11,1,10,"Chokecherry","Prunus_virginiana","rural","Shutesbury","yes","yes","yes","no","no","no",38581,46.63,"Local Cherry"
"351","I","I",1,1,1,1,1,1,1,1,1,1,1,11,1,10,"Chokecherry","Prunus_virginiana","rural","Shutesbury","yes","yes","yes","no","no","no",38581,46.63,"Local Cherry"
"352","I","I",1,1,1,1,1,1,1,1,1,1,1,11,1,10,"Chokecherry","Prunus_virginiana","rural","Shutesbury","yes","yes","yes","no","no","no",38581,46.63,"Local Cherry"
"353","I","I",1,1,1,1,1,1,1,1,1,1,0,10,2,10,"Chokecherry","Prunus_virginiana","rural","Shutesbury","yes","yes","yes","no","no","no",38581,46.63,"Local Cherry"
"354","I","I",1,1,1,1,0,0,0,0,0,0,0,4,2,10,"Chokecherry","Prunus_virginiana","rural","Shutesbury","yes","yes","yes","no","no","no",38581,46.63,"Local Cherry"
"355","I","I",1,1,1,1,0,0,0,0,0,0,0,4,2,10,"Chokecherry","Prunus_virginiana","rural","Shutesbury","yes","yes","yes","no","no","no",38581,46.63,"Local Cherry"
"356","I","I",1,1,0,0,0,0,0,0,0,0,0,2,2,10,"Chokecherry","Prunus_virginiana","rural","Shutesbury","yes","yes","yes","no","no","no",38581,46.63,"Local Cherry"
"357","I","J",1,1,1,1,1,1,1,1,1,1,1,11,1,11,"Fire Cherry","Prunus_pensylvanica","rural","Wendell","yes","yes","yes","no","no","no",38516,53.06,"Local Cherry"
"358","I","J",1,1,1,1,1,1,1,1,1,1,1,11,1,11,"Fire Cherry","Prunus_pensylvanica","rural","Wendell","yes","yes","yes","no","no","no",38516,53.06,"Local Cherry"
"359","I","J",1,1,1,1,1,1,1,1,1,1,1,11,1,11,"Fire Cherry","Prunus_pensylvanica","rural","Wendell","yes","yes","yes","no","no","no",38516,53.06,"Local Cherry"
"360","I","J",1,1,1,1,1,1,1,1,1,1,1,11,1,11,"Fire Cherry","Prunus_pensylvanica","rural","Wendell","yes","yes","yes","no","no","no",38516,53.06,"Local Cherry"
"361","I","J",1,1,1,1,1,1,1,1,1,1,1,11,1,11,"Fire Cherry","Prunus_pensylvanica","rural","Wendell","yes","yes","yes","no","no","no",38516,53.06,"Local Cherry"
"362","I","J",1,1,1,1,1,0,0,0,0,0,0,5,2,11,"Fire Cherry","Prunus_pensylvanica","rural","Wendell","yes","yes","yes","no","no","no",38516,53.06,"Local Cherry"
"363","I","J",1,1,0,0,0,0,0,0,0,0,0,2,2,11,"Fire Cherry","Prunus_pensylvanica","rural","Wendell","yes","yes","yes","no","no","no",38516,53.06,"Local Cherry"
"364","I","J",1,1,0,0,0,0,0,0,0,0,0,2,2,11,"Fire Cherry","Prunus_pensylvanica","rural","Wendell","yes","yes","yes","no","no","no",38516,53.06,"Local Cherry"
"365","I","K",1,1,0,0,0,0,0,0,0,0,0,2,2,12,"Canada Plum","Prunus_nigra","rural","Wendell","yes","yes","yes","no","no","no",38447,53.06,"NonLocal Cherry"
"366","I","K",1,1,0,0,0,0,0,0,0,0,0,2,2,12,"Canada Plum","Prunus_nigra","rural","Wendell","yes","yes","yes","no","no","no",38447,53.06,"NonLocal Cherry"
"367","I","K",1,1,0,0,0,0,0,0,0,0,0,2,2,12,"Canada Plum","Prunus_nigra","rural","Wendell","yes","yes","yes","no","no","no",38447,53.06,"NonLocal Cherry"
"368","I","K",1,1,0,0,0,0,0,0,0,0,0,2,2,12,"Canada Plum","Prunus_nigra","rural","Wendell","yes","yes","yes","no","no","no",38447,53.06,"NonLocal Cherry"
"369","I","K",1,1,0,0,0,0,0,0,0,0,0,2,2,12,"Canada Plum","Prunus_nigra","rural","Wendell","yes","yes","yes","no","no","no",38447,53.06,"NonLocal Cherry"
"370","I","K",1,1,0,0,0,0,0,0,0,0,0,2,2,12,"Canada Plum","Prunus_nigra","rural","Wendell","yes","yes","yes","no","no","no",38447,53.06,"NonLocal Cherry"
"371","I","K",1,1,0,0,0,0,0,0,0,0,0,2,2,12,"Canada Plum","Prunus_nigra","rural","Wendell","yes","yes","yes","no","no","no",38447,53.06,"NonLocal Cherry"
"372","I","K",1,1,0,0,0,0,0,0,0,0,0,2,2,12,"Canada Plum","Prunus_nigra","rural","Wendell","yes","yes","yes","no","no","no",38447,53.06,"NonLocal Cherry"
"373","I","L",1,1,1,1,1,1,1,1,1,1,1,11,1,13,"Sand Cherry","Prunus_pumila","planted","Umass","yes","yes","no","yes","no","no",38592,58.61,"NonLocal Cherry"
"374","I","L",1,1,1,1,1,1,1,1,1,1,1,11,1,13,"Sand Cherry","Prunus_pumila","planted","Umass","yes","yes","no","yes","no","no",38592,58.61,"NonLocal Cherry"
"375","I","L",1,1,1,1,1,1,1,1,1,1,1,11,1,13,"Sand Cherry","Prunus_pumila","planted","Umass","yes","yes","no","yes","no","no",38592,58.61,"NonLocal Cherry"
"376","I","L",1,1,1,1,1,1,1,1,1,1,1,11,1,13,"Sand Cherry","Prunus_pumila","planted","Umass","yes","yes","no","yes","no","no",38592,58.61,"NonLocal Cherry"
"377","I","L",1,1,1,1,1,1,1,1,0,0,1,9,1,13,"Sand Cherry","Prunus_pumila","planted","Umass","yes","yes","no","yes","no","no",38592,58.61,"NonLocal Cherry"
"378","I","L",1,1,1,1,0,0,0,0,0,0,0,4,2,13,"Sand Cherry","Prunus_pumila","planted","Umass","yes","yes","no","yes","no","no",38592,58.61,"NonLocal Cherry"
"379","I","L",1,1,1,0,0,0,0,0,0,0,0,3,2,13,"Sand Cherry","Prunus_pumila","planted","Umass","yes","yes","no","yes","no","no",38592,58.61,"NonLocal Cherry"
"380","I","L",1,0,0,0,0,0,0,0,0,0,0,1,2,13,"Sand Cherry","Prunus_pumila","planted","Umass","yes","yes","no","yes","no","no",38592,58.61,"NonLocal Cherry"
"381","I","M",1,1,1,1,1,1,1,1,1,1,1,11,1,14,"Maritime Plum","Prunus_maritima","planted","Umass","yes","yes","no","yes","no","yes",38443,53.06,"NonLocal Cherry"
"382","I","M",1,1,1,1,1,1,1,1,1,1,1,11,1,14,"Maritime Plum","Prunus_maritima","planted","Umass","yes","yes","no","yes","no","yes",38443,53.06,"NonLocal Cherry"
"383","I","M",1,1,1,1,1,1,1,1,1,1,1,11,1,14,"Maritime Plum","Prunus_maritima","planted","Umass","yes","yes","no","yes","no","yes",38443,53.06,"NonLocal Cherry"
"384","I","M",1,1,1,1,1,1,1,1,1,1,1,11,1,14,"Maritime Plum","Prunus_maritima","planted","Umass","yes","yes","no","yes","no","yes",38443,53.06,"NonLocal Cherry"
"385","I","M",1,1,1,1,1,1,1,1,1,1,1,11,1,14,"Maritime Plum","Prunus_maritima","planted","Umass","yes","yes","no","yes","no","yes",38443,53.06,"NonLocal Cherry"
"386","I","M",1,1,1,1,1,1,1,1,1,1,1,11,1,14,"Maritime Plum","Prunus_maritima","planted","Umass","yes","yes","no","yes","no","yes",38443,53.06,"NonLocal Cherry"
"387","I","M",1,1,1,1,1,1,1,1,0,0,1,9,1,14,"Maritime Plum","Prunus_maritima","planted","Umass","yes","yes","no","yes","no","yes",38443,53.06,"NonLocal Cherry"
"388","I","M",1,1,1,0,0,0,0,0,0,0,0,3,2,14,"Maritime Plum","Prunus_maritima","planted","Umass","yes","yes","no","yes","no","yes",38443,53.06,"NonLocal Cherry"
"389","I","N",1,1,1,0,0,0,0,0,0,0,0,3,2,15,"unknown cherry","unknown","planted","Umass","yes","no","no","yes","no","no",NA,NA,"Nonnative Cherry"
"390","I","N",1,1,1,0,0,0,0,0,0,0,0,3,2,15,"unknown cherry","unknown","planted","Umass","yes","no","no","yes","no","no",NA,NA,"Nonnative Cherry"
"391","I","N",1,1,1,0,0,0,0,0,0,0,0,3,2,15,"unknown cherry","unknown","planted","Umass","yes","no","no","yes","no","no",NA,NA,"Nonnative Cherry"
"392","I","N",1,1,0,0,0,0,0,0,0,0,0,2,2,15,"unknown cherry","unknown","planted","Umass","yes","no","no","yes","no","no",NA,NA,"Nonnative Cherry"
"393","I","N",1,1,0,0,0,0,0,0,0,0,0,2,2,15,"unknown cherry","unknown","planted","Umass","yes","no","no","yes","no","no",NA,NA,"Nonnative Cherry"
"394","I","N",1,1,0,0,0,0,0,0,0,0,0,2,2,15,"unknown cherry","unknown","planted","Umass","yes","no","no","yes","no","no",NA,NA,"Nonnative Cherry"
"395","I","N",1,1,0,0,0,0,0,0,0,0,0,2,2,15,"unknown cherry","unknown","planted","Umass","yes","no","no","yes","no","no",NA,NA,"Nonnative Cherry"
"396","I","N",1,1,0,0,0,0,0,0,0,0,0,2,2,15,"unknown cherry","unknown","planted","Umass","yes","no","no","yes","no","no",NA,NA,"Nonnative Cherry"
"397","I","N",1,1,0,0,0,0,0,0,0,0,0,2,2,15,"unknown cherry","unknown","planted","Umass","yes","no","no","yes","no","no",NA,NA,"Nonnative Cherry"
"398","I","O",1,1,1,0,0,0,0,0,0,0,0,3,2,16,"Flowering Cherry","Prunus_subhirtella","planted","Umass","yes","no","no","yes","yes","no",38504,53.06,"Nonnative Cherry"
"399","I","O",1,1,1,0,0,0,0,0,0,0,0,3,2,16,"Flowering Cherry","Prunus_subhirtella","planted","Umass","yes","no","no","yes","yes","no",38504,53.06,"Nonnative Cherry"
"400","I","O",1,1,0,0,0,0,0,0,0,0,0,2,2,16,"Flowering Cherry","Prunus_subhirtella","planted","Umass","yes","no","no","yes","yes","no",38504,53.06,"Nonnative Cherry"
"401","I","O",1,1,0,0,0,0,0,0,0,0,0,2,2,16,"Flowering Cherry","Prunus_subhirtella","planted","Umass","yes","no","no","yes","yes","no",38504,53.06,"Nonnative Cherry"
"402","I","O",1,1,0,0,0,0,0,0,0,0,0,2,2,16,"Flowering Cherry","Prunus_subhirtella","planted","Umass","yes","no","no","yes","yes","no",38504,53.06,"Nonnative Cherry"
"403","I","O",1,1,0,0,0,0,0,0,0,0,0,2,2,16,"Flowering Cherry","Prunus_subhirtella","planted","Umass","yes","no","no","yes","yes","no",38504,53.06,"Nonnative Cherry"
"404","I","O",1,1,0,0,0,0,0,0,0,0,0,2,2,16,"Flowering Cherry","Prunus_subhirtella","planted","Umass","yes","no","no","yes","yes","no",38504,53.06,"Nonnative Cherry"
"405","I","O",1,1,0,0,0,0,0,0,0,0,0,2,2,16,"Flowering Cherry","Prunus_subhirtella","planted","Umass","yes","no","no","yes","yes","no",38504,53.06,"Nonnative Cherry"
"406","I","P",1,1,1,1,1,1,1,1,1,1,1,11,1,17,"Sweet Cherry","Prunus_avium","planted","Umass","yes","no","no","yes","no","yes",38520,53.06,"Nonnative Cherry"
"407","I","P",1,1,1,1,1,1,1,1,1,1,1,11,1,17,"Sweet Cherry","Prunus_avium","planted","Umass","yes","no","no","yes","no","yes",38520,53.06,"Nonnative Cherry"
"408","I","P",1,1,1,1,1,1,1,1,1,1,1,11,1,17,"Sweet Cherry","Prunus_avium","planted","Umass","yes","no","no","yes","no","yes",38520,53.06,"Nonnative Cherry"
"409","I","P",1,1,1,1,1,1,1,1,1,1,1,11,1,17,"Sweet Cherry","Prunus_avium","planted","Umass","yes","no","no","yes","no","yes",38520,53.06,"Nonnative Cherry"
"410","I","P",1,1,1,1,1,1,1,1,1,1,1,11,1,17,"Sweet Cherry","Prunus_avium","planted","Umass","yes","no","no","yes","no","yes",38520,53.06,"Nonnative Cherry"
"411","I","P",1,1,1,1,1,1,1,0,0,0,0,7,2,17,"Sweet Cherry","Prunus_avium","planted","Umass","yes","no","no","yes","no","yes",38520,53.06,"Nonnative Cherry"
"412","I","P",1,1,1,0,0,0,1,0,0,0,0,4,2,17,"Sweet Cherry","Prunus_avium","planted","Umass","yes","no","no","yes","no","yes",38520,53.06,"Nonnative Cherry"
"413","I","P",1,0,0,0,0,0,0,0,0,0,0,1,2,17,"Sweet Cherry","Prunus_avium","planted","Umass","yes","no","no","yes","no","yes",38520,53.06,"Nonnative Cherry"
"414","I","Q",1,0,0,0,0,0,0,0,0,0,0,1,2,18,"Aronia","Aronia_melanocarpa","rural","shutesbury","no","yes","yes","no","no","no",36653,101.4665,"NonHost"
"415","I","Q",1,0,0,0,0,0,0,0,0,0,0,1,2,18,"Aronia","Aronia_melanocarpa","rural","shutesbury","no","yes","yes","no","no","no",36653,101.4665,"NonHost"
"416","I","Q",1,0,0,0,0,0,0,0,0,0,0,1,2,18,"Aronia","Aronia_melanocarpa","rural","shutesbury","no","yes","yes","no","no","no",36653,101.4665,"NonHost"
"417","I","Q",1,0,0,0,0,0,0,0,0,0,0,1,2,18,"Aronia","Aronia_melanocarpa","rural","shutesbury","no","yes","yes","no","no","no",36653,101.4665,"NonHost"
"418","I","Q",1,0,0,0,0,0,0,0,0,0,0,1,2,18,"Aronia","Aronia_melanocarpa","rural","shutesbury","no","yes","yes","no","no","no",36653,101.4665,"NonHost"
"419","I","Q",1,0,0,0,0,0,0,0,0,0,0,1,2,18,"Aronia","Aronia_melanocarpa","rural","shutesbury","no","yes","yes","no","no","no",36653,101.4665,"NonHost"
"420","I","Q",1,0,0,0,0,0,0,0,0,0,0,1,2,18,"Aronia","Aronia_melanocarpa","rural","shutesbury","no","yes","yes","no","no","no",36653,101.4665,"NonHost"
"421","I","Q",1,0,0,0,0,0,0,0,0,0,0,1,2,18,"Aronia","Aronia_melanocarpa","rural","shutesbury","no","yes","yes","no","no","no",36653,101.4665,"NonHost"
"422","I","Q",1,0,0,0,0,0,0,0,0,0,0,1,2,18,"Aronia","Aronia_melanocarpa","rural","shutesbury","no","yes","yes","no","no","no",36653,101.4665,"NonHost"
"423","I","Q",1,0,0,0,0,0,0,0,0,0,0,1,2,18,"Aronia","Aronia_melanocarpa","rural","shutesbury","no","yes","yes","no","no","no",36653,101.4665,"NonHost"
"424","I","Q",1,0,0,0,0,0,0,0,0,0,0,1,2,18,"Aronia","Aronia_melanocarpa","rural","shutesbury","no","yes","yes","no","no","no",36653,101.4665,"NonHost"
"425","I","A",1,1,1,1,1,1,1,1,1,1,1,11,1,1,"Black Cherry","Prunus_serotina","Rural","Shutesbury","yes","yes","yes","no","no","no",38537,0,"Black Cherry"
"426","J","A",1,1,1,1,1,1,1,1,1,1,1,11,1,1,"Black Cherry","Prunus_serotina","Rural","Shutesbury","yes","yes","yes","no","no","no",38537,0,"Black Cherry"
"427","J","A",1,1,1,1,1,1,1,1,1,1,1,11,1,1,"Black Cherry","Prunus_serotina","Rural","Shutesbury","yes","yes","yes","no","no","no",38537,0,"Black Cherry"
"428","J","A",1,1,1,1,1,1,1,1,1,1,1,11,1,1,"Black Cherry","Prunus_serotina","Rural","Shutesbury","yes","yes","yes","no","no","no",38537,0,"Black Cherry"
"429","J","A",1,1,1,1,1,1,1,1,1,1,1,11,1,1,"Black Cherry","Prunus_serotina","Rural","Shutesbury","yes","yes","yes","no","no","no",38537,0,"Black Cherry"
"430","J","A",1,1,1,1,1,1,1,1,1,1,1,11,1,1,"Black Cherry","Prunus_serotina","Rural","Shutesbury","yes","yes","yes","no","no","no",38537,0,"Black Cherry"
"431","J","A",1,1,1,1,1,1,1,1,1,1,1,11,1,1,"Black Cherry","Prunus_serotina","Rural","Shutesbury","yes","yes","yes","no","no","no",38537,0,"Black Cherry"
"432","J","A",1,1,1,1,1,1,1,1,1,1,1,11,1,1,"Black Cherry","Prunus_serotina","Rural","Shutesbury","yes","yes","yes","no","no","no",38537,0,"Black Cherry"
"433","J","A",1,1,1,1,1,1,1,0,0,0,0,7,2,1,"Black Cherry","Prunus_serotina","Rural","Shutesbury","yes","yes","yes","no","no","no",38537,0,"Black Cherry"
"434","J","A",1,1,1,1,1,1,1,0,0,0,0,7,2,1,"Black Cherry","Prunus_serotina","Rural","Shutesbury","yes","yes","yes","no","no","no",38537,0,"Black Cherry"
"435","J","C",1,1,1,1,1,1,1,1,1,1,1,11,1,3,"Black Cherry","Prunus_serotina","planted","Springfield","yes","yes","yes","yes","no","no",38537,0,"Black Cherry"
